gsd_rank,region,name,country,tiktok_url,tiktok_followers,primary_url,platform_type,institutional_employer,content_language,atlas_tier,tier_rationale,gsd_bio_excerpt,notes
76,Latin America,Wilo Prado,Ecuador,https://www.tiktok.com/@wilopradoec,UNVERIFIED,https://wilopradostudio.com,Website/Podcast,UnsionTV (primary anchor) + Wilo Prado Studio,Spanish,B,Main news anchor at UnsionTV (institutional) but also runs independent Wilo Prado Studio with website and podcast. Dual affiliation — institutional primary + own operation alongside.,"Versatile journalist and media entrepreneur based in Cuenca; anchors news on UnsionTV; correspondent for TC Televisión; leads Wilo Prado Studio for digital content production.",1.5M+ social media followers. Dual role: institutional anchor + own studio. TIER B.
77,Latin America,José David Araujo,Ecuador,https://www.tiktok.com/@araujoskr,UNVERIFIED,https://www.youtube.com/c/AUTORANKINGECUADOR,YouTube/Website,Independent (AutoRanking Ecuador),Spanish,A,"Founded AutoRanking Ecuador — independent automotive journalism platform with own YouTube channel (youtube.com/c/AUTORANKINGECUADOR) and social media. No institutional employer found. Produces original automotive journalism under own brand.","Automotive journalist and digital creator; founder of AutoRanking Ecuador and Araujo Group; content blends test drives, vehicle comparisons, and industry trends.",Confirmed founder of AutoRanking Ecuador. YouTube channel active. Fully independent. TIER A.
78,Latin America,Hernán Lirio,Argentina,https://www.tiktok.com/@hernanlirio,UNVERIFIED,,TikTok-only,Unknown (TV host),Spanish,C,Journalist and television host of institutional TV programs — institutional even without named current employer.,"Journalist and television host; began media career at age 12; currently hosts Tenés que ir and Feliz Vida; Tenés que ir nominated for Best Travel Program Martín Fierro 2024.",Institutional TV host. Martín Fierro nominated. TIER C.
79,Latin America,Jefferson Merchán,Ecuador,https://www.tiktok.com/@jeffersonmerchant,UNVERIFIED,,TikTok-only,VITO TVO,Spanish,C,Confirmed news presenter for VITO TVO — institutional Ecuadorian TV outlet.,"Digital journalist known for engaging storytelling and local culture exploration; served as news presenter for VITO TVO.",Institutional. TIER C.
80,Latin America,Angel Peña,Venezuela,https://www.tiktok.com/@elangeldelapena,UNVERIFIED,,TikTok-only,Unknown,Spanish,B,Journalist/theatre practitioner using satire and comedy for Venezuelan commentary — no confirmed employer or independent platform.,"Journalist combining journalism, theatre, and digital creativity; uses satire and personal anecdotes shedding light on Venezuelan realities through comedy and social awareness.",Creative digital presence. No publishing home confirmed. TIER B.
81,Latin America,Meche Pesantes,Ecuador,https://www.tiktok.com/@mechepesantes,UNVERIFIED,,TikTok-only,Unknown (left Teleamazonas 2023),Spanish,B,Left Teleamazonas in 2023 for academic/professional projects — current status transitional. May now be independent.,"Journalist and television presenter; hosted En Corto entertainment segment on Teleamazonas; left in 2023 for academic and professional projects; connects audiences through storytelling.",Transitional. Former institutional. Current platform unclear. TIER B.
82,Latin America,Marco Parra,Chile,https://www.tiktok.com/@m11rcoparra,UNVERIFIED,,TikTok-only,Unknown,Spanish,B,Journalist and digital content creator covering football — no confirmed employer or independent platform.,"Journalist and digital content creator known for blending sports analysis with humor; content focuses on football news, player transfers, and FIFA discussions.",No publishing home found. TIER B.
83,Latin America,Salvador Hicar,Paraguay,https://www.tiktok.com/@salvadorhicar,UNVERIFIED,,TikTok-only,Versus,Spanish,C,Joined Versus team in 2025 — institutional Paraguayan sports TV.,"Renowned sports journalist and broadcaster; began at age 14; gained prominence covering Paraguay's matches; iconic 2010 FIFA World Cup commentary; joined Versus team 2025.",Versus is institutional. TIER C.
84,Latin America,Sarah Sanabria,Bolivia,https://www.tiktok.com/@sarahandreasanabria,UNVERIFIED,,TikTok-only,Unknown (radio),Spanish,B,Journalist/digital creator/radio host — radio host role suggests institutional but outlet unnamed.,"Journalist, digital creator, and radio host from Cochabamba; known for sharp political satire; openly intersex and trans woman advocating for LGBTQ+ rights and mental health.",Radio host suggests institutional. Advocacy focus is notable. TIER B.
85,Latin America,Sol Lawer,Argentina,https://www.tiktok.com/@lawsol_,UNVERIFIED,,TikTok-only,Unknown,Spanish,B,Sports journalist and digital content creator — no confirmed employer or independent platform.,"Sports journalist and digital content creator from Córdoba; covers Argentine football with passion for San Lorenzo; shares live commentary and match analyses on TikTok.",No publisher found. TIER B.
86,Latin America,Jesús Omar Arias (El Tanke Arias),Peru,https://www.tiktok.com/@eltankeariasoficial,UNVERIFIED,,TikTok-only,"Gol Perú, RPP Noticias, América Televisión, Latina Televisión",Spanish,C,Has worked at multiple major Peruvian institutional broadcasters — RPP Noticias and América Televisión confirmed.,"Prominent sports journalist and commentator; worked with Gol Perú, RPP Noticias, América Televisión, and Latina Televisión; professor at ISIL mentoring aspiring journalists.",Multiple institutional employers. Clear TIER C.
87,Latin America,Rodrigo Vessoni,Brazil,https://www.tiktok.com/@vessoni,UNVERIFIED,,TikTok-only,"Meu Timão, Bandsports",Portuguese,C,Commentator at Bandsports and journalist at Meu Timão — institutional sports media.,"Seasoned sports journalist renowned for in-depth Corinthians coverage; began at Rádio Transamérica, spent decade at LANCE!, joined Meu Timão 2017; commentator at Bandsports.",Institutional sports media employers. TIER C.
88,Latin America,Soy Alan,Ecuador,https://www.tiktok.com/@soyalan_ec,UNVERIFIED,,TikTok-only,Unknown,Spanish,B,Journalist known for travel storytelling under own brand Soy Alan — no confirmed employer or independent publishing home.,"Journalist known for engaging storytelling and travel experiences showcasing Ecuador's diversity; nominated for 2025 Influencer Awards Travel category on TikTok.",Own brand. TikTok-primary. TIER B.
89,Latin America,Carlos Valverde Bravo,Bolivia,https://www.tiktok.com/@carlosfvalverde,UNVERIFIED,https://www.youtube.com/c/CARLOSVALVERDEENLARED,YouTube,Independent (Sin Compostura),Spanish,A,"Runs independent Sin Compostura show with own YouTube channel (millions of views) and radio; no institutional employer — operates from Argentina since leaving Bolivia. Veteran journalist producing under own name with subscriber community.","Journalist, writer, and lawyer; began media career in 1990s; known for candid, confrontational style; faced political pressure; Sin Compostura reaches millions via YouTube and Facebook.",YouTube channel active and growing. Confirmed independent. Sin Compostura is fully his own. TIER A.
90,Latin America,María José Arboleda (La Maja colombiana),Colombia,https://www.tiktok.com/@lamajacolombia,UNVERIFIED,,TikTok-only,Canal RCN,Spanish,C,Confirmed Head of Image at Canal RCN — major Colombian institutional TV network.,"Journalist and style consultant with background in Business Administration and Textile Design; Head of Image at Canal RCN; hosts Moda con la Maja segment.",Canal RCN is institutional. Clear TIER C.
91,Latin America,Rodolfo Masís,Costa Rica,https://www.tiktok.com/@rodolfomasis,UNVERIFIED,,TikTok-only,Opa Canal 38,Spanish,C,Confirmed sports journalist at Tercer Tiempo on Opa Canal 38 — institutional Costa Rican TV.,"Began career on TikTok narrating football matches; gained attention through Costa Rican team coverage; now sports journalist with Tercer Tiempo on Opa Canal 38.",Institutional employer. TIER C.
92,Latin America,Suyen Cortez Rojas,Nicaragua,https://www.tiktok.com/@suyencortezrojas,UNVERIFIED,,TikTok-only,Unknown (former Canal 13),Spanish,B,Pivoted from journalism to entrepreneurship/lifestyle/coaching — no confirmed current employer or journalism platform.,"Well-known journalist from Canal 13; shifted toward entrepreneurship; shares lifestyle, coaching, and personal growth content on digital platforms.",Former Canal 13 (institutional). Content pivot away from journalism. TIER B.
93,Latin America,Juanita Gómez,Colombia,https://www.tiktok.com/@juanitagomezl,UNVERIFIED,,TikTok-only,Revista Semana,Spanish,C,Confirmed Director of Video at Revista Semana — major Colombian weekly magazine (institutional).,"Journalist and digital content creator; served as political reporter at Noticias Caracol; Director of Video at Revista Semana since 2022.",Revista Semana is institutional. Clear TIER C.
94,Latin America,Stephany Sánchez Pinheiro,Bolivia,https://www.tiktok.com/@soystephanypinheiro,UNVERIFIED,,TikTok-only,"Notivisión, El Mañanero",Spanish,C,Confirmed presenter on Notivisión Primero and El Mañanero — institutional Bolivian TV programs.,"Television presenter who transitioned from beauty pageants; Miss Pando and Miss Mesoamérica 2017; presents on Notivisión Primero and El Mañanero.",Institutional TV presenter. TIER C.
95,Latin America,Meredith Serracín,Panama,https://www.tiktok.com/@meredithserracin,UNVERIFIED,,TikTok-only,TVN Noticias,Spanish,C,Confirmed field reporter at TVN Noticias — Panama's national public TV news. Institutional.,"Seasoned journalist renowned for field reporting and social justice commitment; covered political protests, gender-based violence, and systemic issues over decade at TVN Noticias.",TVN Noticias is institutional. Clear TIER C.
96,Latin America,Manuela Camacho,Peru,https://www.tiktok.com/@manuela.camacho,UNVERIFIED,https://www.instagram.com/dilofuerteoficial/,Website/YouTube,Independent (Dilo Fuerte + Sexo ConSentido),Spanish,A,"Director General of Dilo Fuerte and Director/Producer of Sexo Con Sentido — both independent feminist journalism platforms she founded. Forced into exile 2024 due to safety threats. Multiple confirmed independent operations.","Activist journalist committed to social justice; launched independent platforms Dilo Fuerte and Sexo ConSentido; forced into exile in 2024 due to safety threats.",Founded two confirmed independent platforms. Recognized by Avon as one of 5 women impacting Peruvian society. Forced into exile = strong editorial independence signal. TIER A.
97,Latin America,Ginnés Rodríguez,Costa Rica,https://www.tiktok.com/@ginnes_rodriguez,UNVERIFIED,,TikTok-only,Repretel,Spanish,C,Confirmed hosts Informe 11 on Repretel — major Costa Rican commercial TV network.,"Television presenter with over a decade at Telenoticias; currently hosts Informe 11 on Repretel; shares life moments and encouragement on social media.",Repretel is institutional. Clear TIER C.
98,Latin America,Hervin Yeomans,Chile,https://www.tiktok.com/@hervinyeomans,UNVERIFIED,,TikTok-only,Unknown,Spanish,B,Journalist merging journalism with book reviews and cultural discussions on social media — no confirmed employer or independent publishing home.,"Journalist and avid reader merging journalism with literature through social media book reviews, recommendations, and cultural discussions.",Literary content creator with journalism background. TIER B.
99,Latin America,Melissa Martínez,Colombia,https://www.tiktok.com/@melissamartinezoficial,UNVERIFIED,,TikTok-only,"Fox Sports, ESPN Colombia (past)",Spanish,B,Former Fox Sports and ESPN Colombia sports journalist — unclear current employer; founded own fashion brand MM Store alongside journalism.,"Sports journalist and TV presenter with passion for football; worked at Fox Sports and ESPN Colombia; founded MM Store fashion boutique; awarded Mujer Orgullo de Colombia 2023.",Former institutional. Current employer unclear. Fashion brand isn't journalism. TIER B.
100,Latin America,Rodrigo Sepúlveda,Chile,https://www.tiktok.com/@sepu10,UNVERIFIED,,TikTok-only,Meganoticias,Spanish,C,Confirmed face of Meganoticias Alerta — major Chilean institutional TV news.,"Recognizable journalist known for sharp, empathetic style with 30+ years in media across radio, television, and digital platforms; face of Meganoticias Alerta.",Meganoticias is institutional. Clear TIER C.
1,Southeast Asia,Rozainah Rahim,Malaysia,https://www.tiktok.com/@rozainahrahim,UNVERIFIED,,TikTok-only,Bernama,Malay/English,C,Confirmed journalist at Bernama — Malaysia's national news agency. Institutional.,"Malaysian journalist known for her work with Bernama, where she covers community and cultural stories. Her reporting highlights underrepresented voices.",Bernama is Malaysian national news agency. Clear TIER C.
2,Southeast Asia,Chirawan Sangkhasaad,Thailand,https://www.tiktok.com/@user57kkgps1id,UNVERIFIED,,TikTok-only,Channel 8,Thai,C,Confirmed journalist working with Channel 8 in Chumphon province — institutional Thai commercial TV.,"Thai journalist working with Channel 8, where she focuses on regional reporting in Chumphon province.",Channel 8 is institutional. TIER C.
3,Southeast Asia,Eve Saimon Lajangan,Malaysia,https://www.tiktok.com/@evesaimon,UNVERIFIED,,TikTok-only,SabahVfm / Radio Televisyen Malaysia (RTM),Malay,C,Confirmed radio announcer at SabahVfm under RTM — Malaysia's government public broadcaster.,"Malaysian radio announcer and multimedia presenter based in Sabah, affiliated with SabahVfm VGood, a local station under Radio Televisyen Malaysia (RTM), where she hosts the Good Afternoon segment.",RTM is Malaysian government broadcaster. Clear TIER C.
4,Southeast Asia,Seavmin Kalip,Cambodia,https://www.tiktok.com/@seavmin999,UNVERIFIED,,TikTok-only,Unknown,Khmer,B,Journalist and content creator doing reporting-style videos and local coverage — no confirmed employer or independent platform.,"Cambodian journalist and content creator active on TikTok and Facebook, work focuses on reporting-style videos and local coverage, often presented in a casual, on-the-ground format.",No employer or platform data. TIER B.
5,Southeast Asia,Budsirin Yingkeadtikun,Thailand,https://www.tiktok.com/@budsirin,UNVERIFIED,,TikTok-only,Thai PBS,Thai,C,Confirmed journalist and anchor at Thai PBS — Thailand's public service broadcaster.,"Thai journalist and anchor at Thai PBS, recognized for her work on the program The Active.",Thai PBS is institutional. Clear TIER C.
6,Southeast Asia,Pai Syahira Yahya,Malaysia,https://www.tiktok.com/@paisyahira,UNVERIFIED,,TikTok-only,Malaysia Gazette,Malay,C,Confirmed journalist at Malaysia Gazette — institutional Malaysian digital news outlet.,"Malaysian journalist currently working for Malaysia Gazette, shares behind-the-scenes glimpses of her reporting work, covering diverse topics such as crime scenes and community events.",Malaysia Gazette is institutional. TIER C.
7,Southeast Asia,Sheila Octarina,Indonesia,https://www.tiktok.com/@sheila.octarina,UNVERIFIED,,TikTok-only,Radio Republik Indonesia (RRI),Indonesian,C,Confirmed host at Radio Republik Indonesia — Indonesia's national public radio (government broadcaster).,"Indonesian presenter, actress, and content creator, host at Radio Republik Indonesia (RRI), presenting on Program 3 since August 2020.",RRI is Indonesia's government radio. Clear TIER C.
8,Southeast Asia,Emcee Kishen,Malaysia,https://www.tiktok.com/@emceekishen,UNVERIFIED,,TikTok-only,Unknown,Malay/English,B,Event host/bilingual speaker/news presenter hybrid — no confirmed employer or independent publishing home.,"Malaysian event host, bilingual speaker, and news presenter who creates digital content on TikTok and Instagram, work spans hosting live events, delivering news-style segments, and producing entertainment content.",Host/emcee identity. Insufficient info. TIER B.
9,Southeast Asia,Khay Chit Thiri,Myanmar,https://www.tiktok.com/@thirikhin613,UNVERIFIED,,TikTok-only,Shwe FM,Burmese,C,Confirmed radio announcer at Shwe FM — institutional Myanmar radio station.,"Burmese radio announcer for Shwe FM, TikTok content features segments from her radio appearances including storytelling, event hosting, and live broadcasts.",Shwe FM is institutional. TIER C.
10,Southeast Asia,Rizky Melia,Indonesia,https://www.tiktok.com/@rizkymeliaa,UNVERIFIED,,TikTok-only,Unknown,Indonesian,B,Sports journalism content creator focusing on football — no confirmed employer or independent publishing home.,"Indonesian content creator who blends sports journalism with digital storytelling, focusing primarily on football, delivering match analysis, commentary, and fan reactions.",TikTok-primary sports content. No platform confirmed. TIER B.
11,Southeast Asia,Yasmin Athania,Indonesia,https://www.tiktok.com/@yasminathania,UNVERIFIED,,TikTok-only,GTV (Buletin iNews Siang),Indonesian,C,Confirmed news anchor presenting Buletin iNews Siang on GTV — Indonesian institutional TV channel.,"News anchor presenting Buletin iNews Siang on GTV, conducting interviews and presenting current affairs coverage.",Institutional anchor. TIER C.
12,Southeast Asia,Seng Moliny,Cambodia,https://www.tiktok.com/@sengmolinyjournalist,UNVERIFIED,,TikTok-only,Unknown,Khmer,B,Sports journalist specializing in traditional Cambodian martial arts (kbach kun) — no confirmed employer or platform.,"Journalist specializing in sports and traditional Cambodian martial arts (kbach kun), promoting cultural heritage.",Niche sports/cultural focus. Insufficient info. TIER B.
13,Southeast Asia,Kriss Fowler,Malaysia,https://www.tiktok.com/@k.r.i.s.s.s_f.o.w.l.e.r,UNVERIFIED,,TikTok-only,Unknown,Malay/English,B,Multilingual host/emcee with community-focused journalism — no confirmed employer or independent publishing home.,"Multilingual host and emcee engaged in community-focused journalism, using digital platforms to inform.",Host/emcee identity. TIER B.
14,Southeast Asia,Vũ Phương Thảo,Vietnam,https://www.tiktok.com/@thaovuu,UNVERIFIED,,TikTok-only,Unknown (esports broadcaster),Vietnamese,B,Esports host and analyst — no confirmed employer or independent platform. Esports broadcasting may be contracted.,"Esports host and analyst for SEA Games 31 and Arena of Valor Premier League, demonstrating deep insight into gaming culture.",Esports broadcaster. Employer unclear. TIER B.
15,Southeast Asia,Esra Freswita Ambarita,Indonesia,https://www.tiktok.com/@eca_ambarita,UNVERIFIED,,TikTok-only,Unknown,Indonesian,B,Field reporter known for human-interest storytelling — no confirmed employer or independent platform.,"Field reporter known for human-interest storytelling, covering breaking news, community events, and cultural stories.",Insufficient info. TIER B.
16,Southeast Asia,Nguyễn Việt Nga,Vietnam,https://www.tiktok.com/@ngamazing,UNVERIFIED,,TikTok-only,Unknown (VBA),Vietnamese,B,Sports reporter covering Vietnam Basketball Association — no confirmed employer or independent platform.,"Sports reporter covering Vietnam Basketball Association events, sharing insights and tips on becoming a sports presenter.",Institutional likely (VBA coverage suggests contracted role). TIER B.
17,Southeast Asia,Rizzo Hamdi,Malaysia,https://www.tiktok.com/@rizzo_hamdi,UNVERIFIED,,TikTok-only,Unknown (radio/TV),Malay/English,C,Radio announcer and TV newsreader delivering accurate information — institutional even without outlet named.,"Radio announcer and TV newsreader delivering timely and accurate information across platforms.",Radio announcer + TV newsreader = institutional. TIER C.
18,Southeast Asia,Celine Murillo,Philippines,https://www.tiktok.com/@celinemurillo_,UNVERIFIED,https://www.instagram.com/celinemurillo_/,Website/YouTube,Independent,Filipino/English,A,"Independent environmental filmmaker and photographer — no institutional employer found. Named TikTok Global Change Maker; produced independent films on Philippine biodiversity (UNDP-supported); operates under own name as environmental storyteller. 2M+ social media followers.","Environmental storyteller and filmmaker recognized by ASEAN Centre for Biodiversity, focusing on Philippine biodiversity.",TikTok Global Change Maker recognition. UNDP-supported films. Operates independently. No staff journalist role. TIER A.
19,Southeast Asia,Thazin Nwe,Myanmar,https://www.tiktok.com/@thazin_nwe_win,UNVERIFIED,,TikTok-only,Unknown (TV),Burmese,C,Television presenter with over a decade of broadcast experience — institutional TV even without named outlet.,"Television presenter with over a decade broadcast experience, hosting programs like Khit Thit Pyo May.",Institutional TV presenter. TIER C.
20,Southeast Asia,Margaret Gambang,Malaysia,https://www.tiktok.com/@the.righthanded,UNVERIFIED,,TikTok-only,TV1 (RTM),Malay,C,Confirmed news presenter for Berita Perdana on TV1 — Malaysia's government broadcaster (RTM). Gold Award Malaysian Journalism Night 2025.,"News presenter for Berita Perdana on TV1, Gold Award recipient at Malaysian Journalism Night 2025.",TV1/RTM is institutional government broadcaster. Clear TIER C.
21,Southeast Asia,Chantelle Hernandez,Philippines,https://www.tiktok.com/@casterchantelle,UNVERIFIED,,TikTok-only,MLBB Professional League,Filipino/English,C,Confirmed sole female commentator in MLBB Professional League — institutional esports broadcasting role.,"Only female commentator in the Mobile Legends: Bang Bang Professional League advocating for gender equality in esports.",Institutional esports league commentator. TIER C.
22,Southeast Asia,Intan Saumadina,Indonesia,https://www.tiktok.com/@intansaumadina,UNVERIFIED,,TikTok-only,Unknown (national sports),Indonesian,C,Hosted official PON XX Papua opening ceremony and covers UEFA Champions League — institutional sports broadcast roles.,"Sports presenter who hosted the 2021 PON XX Papua opening ceremony and covers UEFA Champions League.",National official event presenter = institutional. TIER C.
23,Southeast Asia,Aiman Witjaksono,Indonesia,https://www.tiktok.com/@aimanwitjaksonoofficial,UNVERIFIED,,TikTok-only,"RCTI, Kompas TV, MNC Group",Indonesian,C,Confirmed career at RCTI / Kompas TV / MNC Group — multiple major Indonesian institutional TV networks.,"Journalist with over 20 years television experience at RCTI, Kompas TV, and MNC Group.",Major institutional employers. Clear TIER C.
24,Southeast Asia,Yuni Galuh Dirgantara,Indonesia,https://www.tiktok.com/@yunigaluhdirgantara10,UNVERIFIED,,TikTok-only,Unknown,Indonesian,B,Journalist sharing news-style content with direct delivery — no confirmed employer or independent platform.,"Journalist sharing news-style content with direct and engaging delivery, combining field footage and voiceovers.",No employer or platform data. TIER B.
25,Southeast Asia,Busra Alvero,Indonesia,https://www.tiktok.com/@busraalvero1,UNVERIFIED,,TikTok-only,Unknown,Indonesian,B,Travel journalist — no confirmed employer or independent publishing home.,"Travel journalist creating content that blends personal exploration with informative reporting across Indonesian destinations.",TikTok-primary travel journalism. TIER B.
26,Southeast Asia,Hans Christian Galeria,Philippines,https://www.tiktok.com/@hansgaleriaaa,UNVERIFIED,,TikTok-only,MLBB Professional League,Filipino/English,C,Confirmed esports journalist hosting MLBB Professional League broadcasts — institutional esports.,"Esports journalist and sports anchor hosting Mobile Legends: Bang Bang Professional League broadcasts and basketball coverage.",MLBB PL host = institutional esports. TIER C.
27,Southeast Asia,Heru Hermawan,Indonesia,https://www.tiktok.com/@heruhermawan_10,UNVERIFIED,,TikTok-only,Independent (self-described),Indonesian,B,Described as digital storyteller and independent journalist — no specific outlet or employer confirmed beyond this self-description.,"Digital storyteller and independent journalist producing on-the-ground reporting, interviews, and commentary on social issues.",Self-described independent but no independent publishing platform confirmed. TIER B.
28,Southeast Asia,Asran Shady,Indonesia,https://www.tiktok.com/@gashady90,UNVERIFIED,,TikTok-only,Indosiar,Indonesian,C,Confirmed news presenter for Indosiar — major Indonesian private TV network.,"News presenter for Indosiar's programs Fokus and Patroli, covered the 2022 FIFA World Cup in Qatar.",Indosiar is institutional. Clear TIER C.
29,Southeast Asia,Bianca Alejandre,Philippines,https://www.tiktok.com/@bianca_alejandre,UNVERIFIED,,TikTok-only,GMA Network,Filipino/English,C,Confirmed journalist and courtside reporter for GMA Network — major Philippine institutional TV broadcaster.,"Filipino journalist and courtside reporter for NCAA Season 100 on GMA Network who combines passion for dance and hosting with sports coverage.",GMA Network is institutional. Clear TIER C.
30,Southeast Asia,Najwa Shihab,Indonesia,https://www.tiktok.com/@najwashihab,3400000,https://narasi.tv,Website/YouTube,Independent (Narasi TV founder),Indonesian,A,"Co-founded Narasi TV in 2018 after leaving Metro TV — now a 170-employee independent journalism company. Confirmed Narasi.tv is her company. 3.4M TikTok followers. Produces investigative journalism under own editorial control. One of Indonesia's most prominent journalists.","One of Indonesia's most respected journalists, with a career spanning over two decades, co-founded Narasi TV in 2018 for investigative journalism.",Left Metro TV in 2017 to found Narasi. 8 years building nationwide platform. Strong TIER A.
31,Southeast Asia,Nicole Cordoves,Philippines,https://www.tiktok.com/@nicolecordoves,UNVERIFIED,,TikTok-only,Unknown (pageant/media host),Filipino/English,C,Binibining Pilipinas Grand International 2016 and pageant co-host — entertainment figure with journalism background but primarily institutional host.,"Filipino journalist, host, and media personality known for articulate public presence; Binibining Pilipinas Grand International 2016, co-hosts major pageants.",Institutional pageant/event host. TIER C.
32,Southeast Asia,Nutt Piyachat,Thailand,https://www.tiktok.com/@nut_piyachat,UNVERIFIED,,TikTok-only,Thairath TV (Channel 32),Thai,C,Confirmed journalist and news presenter at Thairath TV — major Thai institutional TV channel.,"Thai TV journalist and news presenter at Thairath TV on Channel 32, well-known for on-screen reporting style and field coverage.",Thairath TV is institutional. Clear TIER C.
33,Southeast Asia,Gretchen Ong Ho,Philippines,https://www.tiktok.com/@gretchenho,UNVERIFIED,,TikTok-only,"TV5, One News",Filipino/English,C,Confirmed anchor on TV5 and One News — institutional Philippine broadcasters. Launched Morning Matters on One News in 2025.,"Filipino broadcaster and journalist who began hosting sports shows on ABS-CBN, anchored programs on TV5 and One News, launching Morning Matters in 2025.",Institutional anchor. TIER C.
34,Southeast Asia,Randy Gragaz,Indonesia,https://www.tiktok.com/@randy.gragaz,UNVERIFIED,,TikTok-only,Unknown (former Jogja TV and JTV),Indonesian,B,Former presenter for Jogja TV and JTV — current employer/status unclear. May now be independent.,"Indonesian media professional and content creator with broadcast journalism background, former presenter for Jogja TV and JTV.",Former institutional; current status unclear. TIER B — could upgrade if now independent.
35,Southeast Asia,Fi Austin,Cambodia,https://www.tiktok.com/@fiaustin,UNVERIFIED,,TikTok-only,"CTN, CNC, MYTV, PNN Sport",Khmer/English,C,Confirmed worked with multiple institutional Cambodian TV networks — CTN, CNC, MYTV, PNN Sport.,"Cambodian sports presenter, ring announcer, and commentator who has worked with CTN, CNC, MYTV, and PNN Sport.",Multiple institutional employers. TIER C.
36,Southeast Asia,Ashikin Hashim (Futbolita),Singapore,https://www.tiktok.com/@ashfutbolita,UNVERIFIED,https://futbolita.com,Website,Independent (Futbolita founder),English,A,"Founded Futbolita in 2008 — own football journalism website with exclusive interviews (Ronaldo, Messi, Mourinho etc); listed in Guardian's Top 100 Football Blogs; FIFA Players' Agent; presented for Eleven Sports/Starhub as contractor not staff. Confirmed independent operation.","Prominent Singaporean sports journalist, TV presenter, FIFA players' agent, dubbed the Female Voice of Football, founded Futbolita in 2008 for in-depth football coverage.",Futbolita.com confirmed as own platform. 16+ years independent operation. Guardian Top 100. TIER A.
37,Southeast Asia,Jovi Lloza,Philippines,https://www.tiktok.com/@joviplloza,UNVERIFIED,,TikTok-only,Unknown,Filipino/English,B,Showbiz journalist under own Veejo Files brand — no confirmed institutional employer or independent publishing home beyond social.,"Filipino showbiz journalist and digital storyteller who goes by on-screen name Veejo Files, sharing mini entertainment reports and celebrity updates.",Own brand but TikTok/social primary. TIER B.
38,Southeast Asia,Trung Nghĩa Võ,Vietnam,https://www.tiktok.com/@binological,UNVERIFIED,,TikTok-only,Unknown,Vietnamese,B,Travel journalist and content creator sharing immersive travel stories — no confirmed employer or independent platform.,"Vietnamese travel journalist and content creator known for sharing immersive travel stories highlighting Vietnam's natural beauty and cultural sites.",TikTok-primary travel content. TIER B.
39,Southeast Asia,Ezreena Amir Hamzah,Malaysia,https://www.tiktok.com/@ezreenaamirh,UNVERIFIED,,TikTok-only,TV3,Malay,C,Confirmed news presenter at TV3 — major Malaysian private institutional broadcaster.,"Malaysian news presenter known for her work with TV3, also an accredited trainer with HRD Corp and event planner at The Ceremony Event.",TV3 is institutional. Clear TIER C.
40,Southeast Asia,Norng Narin,Cambodia,https://www.tiktok.com/@norngnarinofficial,UNVERIFIED,,YouTube,Unknown,Khmer,B,Journalist with YouTube channel exploring storytelling across genres — has secondary platform but employer unclear.,"Cambodian journalist who covers sports and international news, exploring storytelling across genres on his YouTube channel including suspenseful narratives.",YouTube is a positive signal. No employer confirmed. TIER B.
41,Southeast Asia,Ilham Irfan,Malaysia,https://www.tiktok.com/@ilhamirfan95,UNVERIFIED,,TikTok-only,RTM (Radio Television Malaysia),Malay/English,C,Confirmed anchoring English-language news on RTM — Malaysia's government public broadcaster.,"Malaysian media professional who works as radio news presenter, professional voice-over talent, and podcast/audio producer currently anchoring English-language news on RTM.",RTM is Malaysian government broadcaster. Clear TIER C.
42,Southeast Asia,Boo Trần,Vietnam,https://www.tiktok.com/@bootran90,UNVERIFIED,,TikTok-only,VTC News TV,Vietnamese,C,Confirmed host for automotive show XE on VTC News TV — Vietnamese institutional news broadcaster.,"Vietnamese host and presenter for the automotive show XE on VTC News TV, delivers vehicle-related segments including road safety tips and reviews.",VTC News TV is institutional. TIER C.
43,Southeast Asia,Nursha Hassan,Malaysia,https://www.tiktok.com/@nurshahassan,UNVERIFIED,,TikTok-only,TV3,Malay,C,Confirmed television news presenter for TV3's Buletin Utama — flagship Malaysian news bulletin on institutional broadcaster.,"Malaysian television news presenter for TV3's Buletin Utama, platform features behind-the-scenes moments and news updates in English and Malay.",TV3 Buletin Utama presenter. Clear TIER C.
44,Southeast Asia,Fizie Roslan,Malaysia,https://www.tiktok.com/@dj_fizie,UNVERIFIED,,TikTok-only,Gegar FM,Malay,C,Confirmed veteran radio announcer at Gegar FM — institutional Malaysian commercial radio.,"Veteran Malaysian radio announcer and journalist with nearly 20 years career spanning Manis FM, Hot FM, and currently leads Bro Pagi Gegar on Gegar FM.",Institutional radio. Clear TIER C.
45,Southeast Asia,Claire Jedrek,Singapore,https://www.tiktok.com/@cljedrek,UNVERIFIED,,TikTok-only,Unknown (former TV presenter),English,B,Former race car driver turned TV presenter — current employer unclear. May now operate independently as broadcaster/host.,"British-born, Singapore-based former race car driver turned TV presenter and broadcaster with over 18 years in lifestyle, tech, esports, and fitness media.",Former institutional TV presenter. Current status unclear. TIER B.
46,Southeast Asia,Karthik Kandthey,Singapore,https://www.tiktok.com/@emceekarthikk,UNVERIFIED,,TikTok-only,Unknown,English/Tamil,B,Seasoned TV presenter and emcee — no confirmed current employer or independent platform.,"Seasoned TV presenter and emcee based in Singapore with over 14 years in entertainment industry.",Entertainment industry host. Insufficient info. TIER B.
